datetime,outside_temperature_C,calgary_load_MW,thermal_heating_load_kW,COP_Lorenz,COP_Carnot,HP_load_Lorenz_kW_per_unit,HP_load_Carnot_kW_per_unit,total_HP_load_Lorenz_MW,HP_modifier_Lorenz_percent,modified_forecast_Lorenz_MW,total_HP_load_Carnot_MW,HP_modifier_Carnot_percent,modified_forecast_Carnot_MW,estimated_Calgary_HP_count
2024-03-28 07:00:00,-1.9,94.6521973,2.4875,6.0,6.0,0.4145833333333333,0.4145833333333333,0.17630156249999998,0.1862625142670618,94.8284988625,0.17630156249999998,0.1862625142670618,94.8284988625,425.25
2024-03-28 08:00:00,-1.9,96.8153283,2.4875,6.0,6.0,0.4145833333333333,0.4145833333333333,0.17630156249999998,0.1821008776148518,96.9916298625,0.17630156249999998,0.1821008776148518,96.9916298625,425.25
2024-03-28 09:00:00,-1.8,96.4889098,2.475,6.0,6.0,0.41250000000000003,0.41250000000000003,0.17541562500000002,0.18179874284370867,96.664325425,0.17541562500000002,0.18179874284370867,96.664325425,425.25
2024-03-28 10:00:00,-2.5,97.1445163,2.5625,6.0,6.0,0.4270833333333333,0.4270833333333333,0.1816171875,0.18695567636482222,97.3261334875,0.1816171875,0.18695567636482222,97.3261334875,425.25
2024-03-28 11:00:00,-3.0,95.758353,2.625,6.0,6.0,0.4375,0.4375,0.186046875,0.19428788107915768,95.944399875,0.186046875,0.19428788107915768,95.944399875,425.25
2024-03-28 12:00:00,-2.8,105.1865041,2.6,6.0,6.0,0.43333333333333335,0.43333333333333335,0.184275,0.1751888244377921,105.3707791,0.184275,0.1751888244377921,105.3707791,425.25
2024-03-28 13:00:00,-2.5,102.0474609,2.5625,6.0,6.0,0.4270833333333333,0.4270833333333333,0.1816171875,0.17797325469760902,102.2290780875,0.1816171875,0.17797325469760902,102.2290780875,425.25
2024-03-28 14:00:00,-2.4,97.1963834,2.55,6.0,6.0,0.425,0.425,0.18073124999999998,0.1859444185862578,97.37711465,0.18073124999999998,0.1859444185862578,97.37711465,425.25
2024-03-28 15:00:00,-2.9,105.9076005,2.6125,6.0,6.0,0.4354166666666666,0.4354166666666666,0.18516093749999998,0.17483253007889646,106.0927614375,0.18516093749999998,0.17483253007889646,106.0927614375,425.25
2024-03-28 16:00:00,-3.2,105.0192821,2.65,6.0,6.0,0.44166666666666665,0.44166666666666665,0.18781875,0.17884215759650485,105.20710085,0.18781875,0.17884215759650485,105.20710085,425.25
2024-03-28 17:00:00,-3.7,103.7409825,2.7125,6.0,6.0,0.45208333333333334,0.45208333333333334,0.1922484375,0.18531580564122768,103.9332309375,0.1922484375,0.18531580564122768,103.9332309375,425.25
2024-03-28 18:00:00,-4.3,104.9978546,2.7875,6.0,6.0,0.46458333333333335,0.46458333333333335,0.1975640625,0.1881600945587321,105.1954186625,0.1975640625,0.1881600945587321,105.1954186625,425.25
2024-03-28 19:00:00,-4.5,108.7235837,2.8125,6.0,6.0,0.46875,0.46875,0.1993359375,0.183341949112003,108.9229196375,0.1993359375,0.183341949112003,108.9229196375,425.25
2024-03-28 20:00:00,-5.2,107.8935134,2.9,6.0,6.0,0.48333333333333334,0.48333333333333334,0.20553749999999998,0.190500330856776,108.09905090000001,0.20553749999999998,0.190500330856776,108.09905090000001,425.25
2024-03-28 21:00:00,-5.6,104.7002942,2.95,6.0,6.0,0.4916666666666667,0.4916666666666667,0.20908125000000002,0.1996949976096629,104.90937545,0.20908125000000002,0.1996949976096629,104.90937545,425.25
2024-03-28 22:00:00,-6.4,102.2629993,3.05,6.0,6.0,0.5083333333333333,0.5083333333333333,0.21616875,0.211385106519167,102.47916805,0.21616875,0.211385106519167,102.47916805,425.25
2024-03-28 23:00:00,-6.7,89.7950229,3.0875,6.0,6.0,0.5145833333333333,0.5145833333333333,0.21882656249999996,0.24369564752346642,90.0138494625,0.21882656249999996,0.24369564752346642,90.0138494625,425.25
2024-03-29 00:00:00,-6.9,99.9425194,3.1125,6.0,6.0,0.5187499999999999,0.5187499999999999,0.22059843749999997,0.22072531173353627,100.1631178375,0.22059843749999997,0.22072531173353627,100.1631178375,425.25
2024-03-29 01:00:00,-7.1,99.4254676,3.1375,6.0,6.0,0.5229166666666667,0.5229166666666667,0.2223703125,0.22365528457419093,99.64783791250001,0.2223703125,0.22365528457419093,99.64783791250001,425.25
2024-03-29 02:00:00,-8.2,99.8503033,3.275,6.0,6.0,0.5458333333333333,0.5458333333333333,0.23211562499999996,0.23246361536089594,100.082418925,0.23211562499999996,0.23246361536089594,100.082418925,425.25
2024-03-29 03:00:00,-9.7,100.2882533,3.4625,6.0,6.0,0.5770833333333333,0.5770833333333333,0.24540468749999997,0.24469933359583199,100.53365798749999,0.24540468749999997,0.24469933359583199,100.53365798749999,425.25
2024-03-29 04:00:00,-8.2,101.0991503,3.275,6.0,6.0,0.5458333333333333,0.5458333333333333,0.23211562499999996,0.2295920631491202,101.33126592500001,0.23211562499999996,0.2295920631491202,101.33126592500001,425.25
2024-03-29 05:00:00,-7.7,102.8719347,3.2125,6.0,6.0,0.5354166666666667,0.5354166666666667,0.2276859375,0.22132949882199504,103.0996206375,0.2276859375,0.22132949882199504,103.0996206375,425.25
2024-03-29 06:00:00,-8.2,102.2560564,3.275,6.0,6.0,0.5458333333333333,0.5458333333333333,0.23211562499999996,0.22699450103182342,102.48817202500001,0.23211562499999996,0.22699450103182342,102.48817202500001,425.25
2024-03-29 07:00:00,-7.6,105.8981643,3.2,6.0,6.0,0.5333333333333333,0.5333333333333333,0.22679999999999997,0.21416801839689675,106.1249643,0.22679999999999997,0.21416801839689675,106.1249643,425.25
2024-03-29 08:00:00,-7.4,106.2218932,3.175,6.0,6.0,0.5291666666666667,0.5291666666666667,0.22502812500000002,0.2118472173870085,106.44692132499999,0.22502812500000002,0.2118472173870085,106.44692132499999,425.25
2024-03-29 09:00:00,-7.4,106.869135,3.175,6.0,6.0,0.5291666666666667,0.5291666666666667,0.22502812500000002,0.21056418675045888,107.094163125,0.22502812500000002,0.21056418675045888,107.094163125,425.25
2024-03-29 10:00:00,-7.1,108.1448406,3.1375,6.0,6.0,0.5229166666666667,0.5229166666666667,0.2223703125,0.20562267350551722,108.3672109125,0.2223703125,0.20562267350551722,108.3672109125,425.25
2024-03-29 11:00:00,-6.6,108.2979389,3.075,6.0,6.0,0.5125000000000001,0.5125000000000001,0.21794062500000003,0.2012417107967694,108.515879525,0.21794062500000003,0.2012417107967694,108.515879525,425.25
2024-03-29 12:00:00,-6.2,107.168615,3.025,6.0,6.0,0.5041666666666667,0.5041666666666667,0.214396875,0.20005565528676467,107.38301187500001,0.214396875,0.20005565528676467,107.38301187500001,425.25
2024-03-29 13:00:00,-5.8,102.8626163,2.975,6.0,6.0,0.49583333333333335,0.49583333333333335,0.210853125,0.20498518566263613,103.073469425,0.210853125,0.20498518566263613,103.073469425,425.25
2024-03-29 14:00:00,-5.5,115.8254203,2.9375,6.0,6.0,0.4895833333333333,0.4895833333333333,0.2081953125,0.17974923981346433,116.0336156125,0.2081953125,0.17974923981346433,116.0336156125,425.25
2024-03-29 15:00:00,-5.4,116.6807669,2.925,6.0,6.0,0.4875,0.4875,0.207309375,0.17767227668093086,116.88807627499999,0.207309375,0.17767227668093086,116.88807627499999,425.25
